playerId;n_dribbling
3318;0
3323;0
3344;0
3431;0
3543;0
7982;0
14812;0
14943;0
20443;0
20455;0
20458;0
20556;0
20571;0
20751;0
21094;0
25437;0
69968;0
70084;0
89186;0
105334;0
116349;0
134427;0
135903;0
138408;0
206314;0
246061;0
352993;1
361807;0
